duoarea,area-name,product,product-name,process,process-name,series,series-description,value,year,month,Cluster_Label
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.732,2019,12,619
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.4373809523809522,2019,12,620
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.017,2019,12,621
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.034,2019,12,622
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.04,2019,12,623
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.693,2019,12,618
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.013,2019,12,622
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.436904761904762,2019,12,617
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.427142857142857,2019,12,620
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.021,2019,12,623
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.876,2019,12,612
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.4442857142857142,2019,12,616
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.689,2019,12,619
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.4464285714285714,2019,12,613
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.995,2019,12,621
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.022,2019,12,614
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.703,2019,12,615
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.649,2019,12,618
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.4107142857142856,2019,12,613
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.931,2019,12,621
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.954,2019,12,623
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.834,2019,12,612
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.645,2019,12,619
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.955,2019,12,614
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3923809523809523,2019,12,620
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.661,2019,12,615
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.947,2019,12,622
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.4014285714285712,2019,12,617
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.4083333333333332,2019,12,616
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.62,2019,12,615
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3719047619047617,2019,12,613
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.915,2019,12,614
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.602,2019,12,619
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.913,2019,12,623
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.364047619047619,2019,12,617
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3557142857142856,2019,12,620
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.889,2019,12,621
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.794,2019,12,612
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.904,2019,12,622
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.608,2019,12,618
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3699999999999999,2019,12,616
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.664,2019,11,624
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.672,2019,11,625
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.667,2019,11,626
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.663,2019,11,627
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3561904761904762,2019,11,628
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.935,2019,11,629
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.92,2019,11,630
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.931,2019,11,631
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3704761904761904,2019,11,632
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3635714285714287,2019,11,633
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3688095238095237,2019,11,634
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.934,2019,11,635
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.647,2019,11,627
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3604761904761904,2019,11,632
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3466666666666667,2019,11,628
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3547619047619046,2019,11,633
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3597619047619047,2019,11,634
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.899,2019,11,631
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.645,2019,11,624
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.652,2019,11,626
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.889,2019,11,630
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.906,2019,11,629
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.904,2019,11,635
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.654,2019,11,625
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.617,2019,11,627
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.622,2019,11,626
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.918,2019,11,629
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3573809523809524,2019,11,633
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3602380952380952,2019,11,634
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.914,2019,11,635
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3583333333333332,2019,11,632
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.631,2019,11,625
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.896,2019,11,630
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.908,2019,11,631
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3507142857142855,2019,11,628
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.619,2019,11,624
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.647,2019,11,626
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.926,2019,11,635
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.631,2019,11,627
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3435714285714284,2019,11,628
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.933,2019,11,629
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3557142857142856,2019,11,634
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.628,2019,11,624
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.917,2019,11,631
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3516666666666666,2019,11,633
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.901,2019,11,630
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.636,2019,11,625
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3547619047619046,2019,11,632
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.312142857142857,2019,11,628
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.92,2019,11,635
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.603,2019,11,625
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3176190476190477,2019,11,633
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.605,2019,11,624
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.912,2019,11,631
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.929,2019,11,629
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.624,2019,11,627
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3199999999999998,2019,11,634
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.899,2019,11,630
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.318095238095238,2019,11,632
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.662,2019,11,626
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.602,2019,10,636
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.315952380952381,2019,10,637
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.582,2019,10,638
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.963,2019,10,639
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3116666666666668,2019,10,640
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.58,2019,10,641
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.95,2019,10,642
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3188095238095237,2019,10,643
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.924,2019,10,644
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.939,2019,10,645
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3171428571428572,2019,10,646
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.641,2019,10,647
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.554,2019,10,641
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.92,2019,10,642
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.556,2019,10,638
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.2757142857142856,2019,10,643
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.933,2019,10,639
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.893,2019,10,644
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.577,2019,10,636
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.2754761904761904,2019,10,646
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.908,2019,10,645
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.2735714285714286,2019,10,637
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.62,2019,10,647
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.2726190476190475,2019,10,640
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.265,2019,10,646
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.55,2019,10,636
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.922,2019,10,639
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.87,2019,10,644
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.904,2019,10,642
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.268095238095238,2019,10,643
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.524,2019,10,641
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.6,2019,10,647
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.2676190476190476,2019,10,637
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.2604761904761903,2019,10,640
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.525,2019,10,638
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.887,2019,10,645
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.2623809523809524,2019,10,643
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.2566666666666666,2019,10,646
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.89,2019,10,639
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.878,2019,10,642
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.495,2019,10,641
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.571,2019,10,647
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.525,2019,10,636
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.2647619047619045,2019,10,637
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.2495238095238095,2019,10,640
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.852,2019,10,644
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.5,2019,10,638
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.866,2019,10,645
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.655,2019,9,648
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.355952380952381,2019,9,649
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.623,2019,9,650
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3309523809523809,2019,9,651
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.342142857142857,2019,9,652
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.951,2019,9,653
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.587,2019,9,654
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.57,2019,9,655
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.963,2019,9,656
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.351904761904762,2019,9,657
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.942,2019,9,658
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.958,2019,9,659
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.998,2019,9,653
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.613,2019,9,655
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.4121428571428571,2019,9,649
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3997619047619048,2019,9,652
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3854761904761903,2019,9,651
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.664,2019,9,650
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.004,2019,9,659
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.693,2019,9,648
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.631,2019,9,654
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.008,2019,9,656
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.41,2019,9,657
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.99,2019,9,658
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.904,2019,9,653
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.524,2019,9,655
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.553,2019,9,650
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3299999999999998,2019,9,652
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.905,2019,9,659
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.534,2019,9,654
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.57,2019,9,648
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3359523809523808,2019,9,657
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.902,2019,9,658
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3378571428571426,2019,9,649
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.905,2019,9,656
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.321904761904762,2019,9,651
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.488,2019,9,655
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.531,2019,9,648
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.324285714285714,2019,9,649
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3207142857142855,2019,9,657
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3138095238095238,2019,9,652
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.513,2019,9,650
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.305,2019,9,651
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.869,2019,9,659
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.495,2019,9,654
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.869,2019,9,658
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.868,2019,9,656
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.87,2019,9,653
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.838,2019,8,660
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.84,2019,8,661
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.83,2019,8,662
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.488,2019,8,663
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.649,2019,8,664
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.543,2019,8,665
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.512,2019,8,666
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.315,2019,8,667
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3026190476190476,2019,8,668
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3104761904761904,2019,8,669
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.2935714285714284,2019,8,670
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.841,2019,8,671
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3014285714285714,2019,8,670
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.84,2019,8,662
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.847,2019,8,660
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.67,2019,8,664
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3226190476190476,2019,8,667
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3109523809523809,2019,8,668
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.852,2019,8,671
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.511,2019,8,666
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.543,2019,8,665
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.487,2019,8,663
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3188095238095237,2019,8,669
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.851,2019,8,661
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.83,2019,8,662
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3171428571428572,2019,8,667
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3164285714285713,2019,8,669
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.535,2019,8,665
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.841,2019,8,661
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.476,2019,8,663
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.674,2019,8,664
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3090476190476188,2019,8,668
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.837,2019,8,660
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.843,2019,8,671
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3004761904761903,2019,8,670
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.5,2019,8,666
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.481,2019,8,666
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.799,2019,8,662
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.2592857142857141,2019,8,670
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.809,2019,8,661
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.806,2019,8,660
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.811,2019,8,671
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.516,2019,8,665
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.457,2019,8,663
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.2688095238095236,2019,8,667
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.2633333333333334,2019,8,668
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.669,2019,8,664
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.2669047619047618,2019,8,669
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3495238095238093,2019,8,669
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.927,2019,8,671
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.925,2019,8,661
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.92,2019,8,660
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.639,2019,8,666
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.839,2019,8,664
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.748,2019,8,665
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3476190476190475,2019,8,670
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.606,2019,8,663
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.348095238095238,2019,8,667
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3495238095238093,2019,8,668
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.911,2019,8,662
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.918,2019,7,672
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3385714285714285,2019,7,673
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.811,2019,7,674
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3426190476190476,2019,7,675
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.86,2019,7,676
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3407142857142857,2019,7,677
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.652,2019,7,678
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.924,2019,7,679
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.615,2019,7,680
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.91,2019,7,681
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3426190476190476,2019,7,682
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.928,2019,7,683
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.631,2019,7,680
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3595238095238096,2019,7,677
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.875,2019,7,676
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3566666666666665,2019,7,673
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.9,2019,7,681
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.92,2019,7,683
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.915,2019,7,679
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3588095238095237,2019,7,682
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.671,2019,7,678
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.829,2019,7,674
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3597619047619047,2019,7,675
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.908,2019,7,672
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.97,2019,7,683
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.951,2019,7,681
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.41,2019,7,682
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.699,2019,7,680
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.965,2019,7,679
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.958,2019,7,672
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.907,2019,7,674
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.411190476190476,2019,7,673
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.4133333333333333,2019,7,677
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.743,2019,7,678
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.96,2019,7,676
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.4123809523809523,2019,7,675
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3699999999999999,2019,7,675
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.697,2019,7,678
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.911,2019,7,681
1.0,0.0,0.0,0.0,3.0,3.0,11.0,3.0,1.3678571428571429,2019,7,682
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.925,2019,7,679
1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3692857142857142,2019,7,673
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.918,2019,7,672
0.0,1.0,2.0,2.0,1.0,1.0,5.0,9.0,1.86,2019,7,674
0.0,1.0,2.0,2.0,0.0,0.0,4.0,8.0,1.912,2019,7,676
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3711904761904763,2019,7,677
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.931,2019,7,683
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.655,2019,7,680
0.0,1.0,2.0,2.0,3.0,3.0,7.0,11.0,1.684,2019,6,684
0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.94,2019,6,685
1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.3964285714285714,2019,6,686
1.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,1.3938095238095236,2019,6,687
0.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.96,2019,6,688
0.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.953,2019,6,689
0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.945,2019,6,690
0.0,1.0,2.0,2.0,2.0,2.0,6.0,10.0,1.838,2019,6,691
